character_name,dialogue,polarity,frase
finn & jake, Yeah! Woo hoo!,0.7081,Frase 457
finn & jake, Little Dude!,0.0,Frase 458
finn & jake,,0.0,Frase 459
finn & jake,,0.0,Frase 460
finn & jake,,0.0,Frase 461
finn & jake,,0.0,Frase 462
finn & jake,,0.0,Frase 463
finn & jake,,0.0,Frase 464
finn & jake, We did it! ,0.0,Frase 465
finn & jake,,0.0,Frase 466
finn & jake, The Ice King? Grr—eh! ,0.0,Frase 467
finn & jake,,0.0,Frase 468
finn & jake, Yeah!,0.3595,Frase 469
finn & jake,,0.0,Frase 470
finn & jake, Yeah.,0.296,Frase 471
finn & jake, Yeah! ,0.3595,Frase 472
finn & jake, Open! ,0.0,Frase 473
finn & jake,,0.0,Frase 474
finn & jake, Whatevs.,0.0,Frase 475
finn & jake," Willy! Willy! Oh, Willy!",0.0,Frase 476
finn & jake, Ancient Psychic Tandem War Elephant!,-0.636,Frase 477
finn & jake,,0.0,Frase 478
finn & jake," Yeah, boy!",0.3595,Frase 479
finn & jake, Whoo!,0.0,Frase 480
finn & jake, Ghost fly!,-0.3802,Frase 481
finn & jake," ♪Fallen ally, fallen ally, home now in the sky. Fallen ally, fallen ally, a single tear we cry.♪",-0.7579,Frase 482
finn & jake, ♪ And Prismo was his name.♪,0.0,Frase 483
finn & jake, Prismo we love you forever in our dreams!,0.8016,Frase 484
finn & jake," Pickle rama, pickle rama, pickle rama, PICKLE RAMA!",0.0,Frase 485
finn & jake," ♪ Fallen ally, fallen ally, a single tear we cry.♪",-0.6124,Frase 486
finn & jake,♪ Prismo we love you forever in our dreams! ♪,0.8016,Frase 487
finn & jake," Pickle rama, pickle rama, pickle rama, PICKLE RAMA!",0.0,Frase 488
finn & jake,,0.0,Frase 489
finn & jake,  Tree Trunks! ,0.0,Frase 490
finn & jake,  Next to a little dancing guy every morning!,0.0,Frase 491
finn & jake,  ,0.0,Frase 492
finn & jake,  ,0.0,Frase 493
finn & jake,  Awww...,0.0,Frase 494
finn & jake,[' Ooo.'],0.0,Frase 495
finn & jake,[' To being great adventurers!'],0.6588,Frase 496
finn & jake,"["" Hahaha! Yeah! We want 'em! Give us the stuff!""]",0.8057,Frase 497
finn & jake,  Whoa!,0.0,Frase 498
finn & jake,[' Wooow!'],0.0,Frase 499
finn & jake,[' What?!'],0.0,Frase 500
finn & jake,  What?!,0.0,Frase 501
finn & jake,  ,0.0,Frase 502
finn & jake,"  Whoa, wait! ,  Aw, man!",0.0,Frase 503
finn & jake,  ,0.0,Frase 504
finn & jake,  Secret door!,0.0,Frase 505
finn & jake,[' Nice King! Yeeeaah! '],0.5242,Frase 506
finn & jake,[' Huh? '],0.0,Frase 507
finn & jake,  ,0.0,Frase 508
finn & jake,  Yeeah! We're knights! Niiice...,0.0,Frase 509
finn & jake,"[' Get ready, Ice King, for battle!']",0.4199,Frase 510
finn & jake,[' The Nice King is the Ice King!'],0.4753,Frase 511
finn & jake,  ,0.0,Frase 512
finn & jake,  Wha?,0.0,Frase 513
finn & jake,  Whoa! ,0.0,Frase 514
finn & jake,  Wha?!,0.0,Frase 515
finn & jake,  Huh! ,0.0,Frase 516
finn & jake,  Yeah!,0.3595,Frase 517
finn & jake,  Whoa! ,0.0,Frase 518
finn & jake,  Drop Ball?,-0.2732,Frase 519
finn & jake,  Whoa! ,0.0,Frase 520
finn & jake,  Huh?,0.0,Frase 521
finn & jake,  Snail attack!,-0.5255,Frase 522
finn & jake,  Aaaaaah! Oof!,0.0,Frase 523
finn & jake,  Whoa! Aaah!,0.0,Frase 524
finn & jake,  Lady time! ,0.0,Frase 525
finn & jake,  No!,-0.3595,Frase 526
finn & jake,  Aaah!,0.0,Frase 527
finn & jake,  ,0.0,Frase 528
finn & jake,  Whoa!,0.0,Frase 529
finn & jake,"  Oh, BMO!",0.0,Frase 530
finn & jake,  ,0.0,Frase 531
finn & jake,  Haha! Yeah!,0.6988,Frase 532
finn & jake,  Whoo! Awesome.,0.6588,Frase 533
finn & jake,['\xa0Ooooh.'],0.0,Frase 534
finn & jake,  Oooooo!,0.0,Frase 535
finn & jake,  Ahh!,0.0,Frase 536
finn & jake,  Yeah! The Princess Plant!,0.4184,Frase 537
finn & jake,"  Yay, hugs!",0.784,Frase 538
finn & jake,"[' ♫ Dream, dream, dream, dream, dream...♪']",0.7184,Frase 539
finn & jake,  What?!,0.0,Frase 540
finn & jake,  Whoaa.,0.0,Frase 541
finn & jake,  Heat Signature 3.,0.0,Frase 542
finn & jake,"  ""Warning. Federal law provides severe and criminal penalties for the unauthorized exhibition of copyrighted motion pictures.""",-0.7184,Frase 543
finn & jake,  Movie filming time!,0.0,Frase 544
finn & jake,"  Yeah, perfect.",0.7096,Frase 545
finn & jake,"  Yeah, look great.",0.743,Frase 546
finn & jake,  That's even better!,0.4926,Frase 547
finn & jake, King and Queen Lumpy Space!,0.0,Frase 548
finn & jake, Nothing scares us!,0.3244,Frase 549
finn & jake, NOOOOOOOO!,0.0,Frase 550
finn & jake,,0.0,Frase 551
finn & jake,  LSP!,0.0,Frase 552
finn & jake, Wha—?!,0.0,Frase 553
finn & jake,  ,0.0,Frase 554
finn & jake, Nice!,0.4753,Frase 555
finn & jake,  Ahh! ,0.0,Frase 556
finn & jake,  Whoa ,0.0,Frase 557
finn & jake,  Aah!,0.0,Frase 558
finn & jake,"  Hey/Uhhh, you sound weird!",-0.2481,Frase 559
finn & jake,"  Shh, shh, shh!!",0.0,Frase 560
finn & jake,  ,0.0,Frase 561
finn & jake,[' UGH!'],0.0,Frase 562
finn & jake," Aaaaaahhhh.... ,  ZAH!!",0.0,Frase 563
finn & jake,  Hmmm.,0.0,Frase 564
finn & jake,,0.0,Frase 565
finn & jake, AHHHhhhh...,0.0,Frase 566
finn & jake, Marceline's dad.,0.0,Frase 567
finn & jake, Tight!,0.0,Frase 568
finn & jake, Ow!,0.0,Frase 569
finn & jake, Woohoo!,0.5562,Frase 570
finn & jake, MARCELINE?!,0.0,Frase 571
finn & jake,  Marceline! ,0.0,Frase 572
finn & jake,  Your princess?,0.0,Frase 573
finn & jake," Wow! ,  Aww! She's cute.",0.8118,Frase 574
finn & jake,"  Wow, DNA?!",0.6239,Frase 575
finn & jake," Yea! ,  Yeah! Teachers! ,  Yeah, woo-hoo! ,  Teach, teaching teachers.",0.6776,Frase 576
finn & jake,"  Woow, woow, woow!",0.0,Frase 577
finn & jake," She's chilling in the garden! ,  We left her outside the garden!",-0.1739,Frase 578
finn & jake,  AAH!,0.0,Frase 579
finn & jake,  We did it!,0.0,Frase 580
finn & jake,  G'night!,0.0,Frase 581
finn & jake,  What?,0.0,Frase 582
finn & jake,  What is it?,0.0,Frase 583
finn & jake,  Show us now!,0.0,Frase 584
finn & jake,  What you said!,0.0,Frase 585
finn & jake,  Too late for take-backs! We practically know everything already! Now show us!,0.0,Frase 586
finn & jake,"[' Oh, no! ']",-0.3595,Frase 587
finn & jake, My cars are cheap.,0.0,Frase 588
finn & jake, Turn out the lights.,0.0,Frase 589
finn & jake, Another name.,0.0,Frase 590
finn & jake, Bite.,0.0,Frase 591
finn & jake, Ow!,0.0,Frase 592
finn & jake,  ,0.0,Frase 593
finn & jake,  Whoa!,0.0,Frase 594
finn & jake,  ,0.0,Frase 595
finn & jake,  ,0.0,Frase 596
finn & jake,  ,0.0,Frase 597
finn & jake,,0.0,Frase 598
finn & jake,  ,0.0,Frase 599
finn & jake,  ,0.0,Frase 600
finn & jake,  ,0.0,Frase 601
finn & jake,  ,0.0,Frase 602
finn & jake,  ,0.0,Frase 603
finn & jake,  ,0.0,Frase 604
finn & jake,  ,0.0,Frase 605
finn & jake,  ,0.0,Frase 606
finn & jake,  ,0.0,Frase 607
finn & jake, Gunther?!,0.0,Frase 608
finn & jake, WHAAAA!,0.0,Frase 609
finn & jake,  Ice King!,0.0,Frase 610
finn & jake,  Wha?!,0.0,Frase 611
finn & jake,  Bye... ,0.0,Frase 612
finn & jake,[' Ohhhh.'],0.0,Frase 613
finn & jake," Ohhhh! ,  Ahhh!",0.0,Frase 614
finn & jake,[' Throw-n-catch! Throw-n-catch!'],0.0,Frase 615
finn & jake, Woo! woo! woo!,0.88,Frase 616
finn & jake,,0.0,Frase 617
finn & jake,,0.0,Frase 618
finn & jake, Yeah! Woo hoo!,0.7081,Frase 619
finn & jake, Little Dude!,0.0,Frase 620
finn & jake,,0.0,Frase 621
finn & jake,,0.0,Frase 622
finn & jake,,0.0,Frase 623
finn & jake,,0.0,Frase 624
finn & jake,,0.0,Frase 625
finn & jake,,0.0,Frase 626
finn & jake, We did it! ,0.0,Frase 627
finn & jake,,0.0,Frase 628
finn & jake, The Ice King? Grr—eh! ,0.0,Frase 629
finn & jake,,0.0,Frase 630
finn & jake, Yeah!,0.3595,Frase 631
finn & jake,,0.0,Frase 632
finn & jake, Yeah.,0.296,Frase 633
finn & jake, Yeah! ,0.3595,Frase 634
finn & jake, Open! ,0.0,Frase 635
finn & jake,,0.0,Frase 636
finn & jake, Whatevs.,0.0,Frase 637
finn & jake," Willy! Willy! Oh, Willy!",0.0,Frase 638
finn & jake, Ancient Psychic Tandem War Elephant!,-0.636,Frase 639
finn & jake,,0.0,Frase 640
finn & jake," Yeah, boy!",0.3595,Frase 641
finn & jake, Whoo!,0.0,Frase 642
finn & jake, Ghost fly!,-0.3802,Frase 643
finn & jake," ♪Fallen ally, fallen ally, home now in the sky. Fallen ally, fallen ally, a single tear we cry.♪",-0.7579,Frase 644
finn & jake, ♪ And Prismo was his name.♪,0.0,Frase 645
finn & jake, Prismo we love you forever in our dreams!,0.8016,Frase 646
finn & jake," Pickle rama, pickle rama, pickle rama, PICKLE RAMA!",0.0,Frase 647
finn & jake," ♪ Fallen ally, fallen ally, a single tear we cry.♪",-0.6124,Frase 648
finn & jake,♪ Prismo we love you forever in our dreams! ♪,0.8016,Frase 649
finn & jake," Pickle rama, pickle rama, pickle rama, PICKLE RAMA!",0.0,Frase 650
finn & jake,,0.0,Frase 651
finn & jake,  Yeah.,0.296,Frase 652
finn & jake,"  Wait, oh yeah! ",0.3595,Frase 653
finn & jake, The bear.,0.0,Frase 654
finn & jake,"  We're not home right now, so... ,  ...leave a message! , Marceline notices sounds from her closet; Finn and Jake ,  quiet down.",0.0,Frase 655
finn & jake,  Skadow!,0.0,Frase 656
finn & jake,[' Take us now! Take us now!'],0.0,Frase 657
finn & jake,"  Swords! Yeah, swords! Whoo!",0.4724,Frase 658
finn & jake,  New pie?,0.0,Frase 659
finn & jake,  Tree Trunks! Huh!,0.0,Frase 660
finn & jake,  Yeah!,0.3595,Frase 661
finn & jake,  Yes! ,0.4574,Frase 662
finn & jake,[' The Marquis of Nuts?!'],0.0,Frase 663
finn & jake,[' Whoa!'],0.0,Frase 664
finn & jake,  BMO!!,0.0,Frase 665
finn & jake,  WHOA!,0.0,Frase 666
finn & jake,[' BIIILLYYYYYY!!!'],0.0,Frase 667
finn & jake,  Whoa!,0.0,Frase 668
finn & jake,[' Hmmmmmm...'],0.0,Frase 669
finn & jake,  The Ice King?!,0.0,Frase 670
finn & jake,  Ow! Ouch! Ow! Hey! Hey!,0.0,Frase 671
finn & jake, Whoa!,0.0,Frase 672
finn & jake, Tote sweet!,0.5093,Frase 673
finn & jake,  the ones we poisoned!,-0.5411,Frase 674
finn & jake,  Huh?,0.0,Frase 675
finn & jake,"  No, we're not blind. ,  I had no idea... I don't know...",0.2373,Frase 676
finn & jake, Ninja! ,0.0,Frase 677
finn & jake, Oof!,0.0,Frase 678
finn & jake,  Bouncy Bee!,0.0,Frase 679
finn & jake,  Hunny Bunny!,0.0,Frase 680
finn & jake,  BMO!,0.0,Frase 681
finn & jake," Because we’re awesome! ,  Whoo! Ha ha! Ha ha!",0.9309,Frase 682
finn & jake, AAAAH!!,0.0,Frase 683
finn & jake, AAAAH!! ,0.0,Frase 684
finn & jake,  Ancient Psychic Tandem War Elephant!,-0.636,Frase 685
finn & jake,  Ancient Psychic Tandem War Elephant!,-0.636,Frase 686
finn & jake,[' Ancient Psychic Tandem War Elephant.'],-0.5994,Frase 687
finn & jake,  Yugh!,0.0,Frase 688
finn & jake,"  Princess... Princess... ,  Surprise!",0.3382,Frase 689
finn & jake,  Yes!,0.4574,Frase 690
finn & jake,"  Oh, baby, yeah, baby, baby, baby, yeah, baby, yeah, yeah.",0.7783,Frase 691
finn & jake,  INVISIBLE!INVISIBLE! ,0.0,Frase 692
finn & jake,  ,0.0,Frase 693
finn & jake,  AWW YEAH! ,0.3595,Frase 694
finn & jake,  VAMPIRES FOREVER!!! WOOO!,0.0,Frase 695
finn & jake,  We did it! Yeah! Woohoo! Awesome!,0.8949,Frase 696
finn & jake,  BMO! BMO! BMO! BMO!,0.0,Frase 697
finn & jake,  Who is?!,0.0,Frase 698
finn & jake,  Mmhm.,0.0,Frase 699
finn & jake,  ,0.0,Frase 700
finn & jake,  Ash?,0.0,Frase 701
finn & jake,  What?!,0.0,Frase 702
finn & jake,  What?!,0.0,Frase 703
finn & jake,  What?!,0.0,Frase 704
finn & jake,  Wear me? ,0.0,Frase 705
finn & jake,  The Ice King!! ,0.0,Frase 706
finn & jake,  Whoa! Kickin'! Kickin'!,0.0,Frase 707
finn & jake,  Aah!,0.0,Frase 708
finn & jake,[' Hot to the touch!'],0.0,Frase 709
finn & jake,  Princess Bubblegum?!,0.0,Frase 710
finn & jake,"[' Oh-what-a-good-boy-am-I. Good boy, good boy, good boy, good boy, good boy.']",0.926,Frase 711
finn & jake,[' What-a-good-boy-am-I!'],0.0,Frase 712
finn & jake,[' Bawmp! '],0.0,Frase 713
finn & jake, Whoa!,0.0,Frase 714
finn & jake, Whoaaaaaa!,0.0,Frase 715
finn & jake, Whaaa—?!,0.0,Frase 716
finn & jake," Oh, crease!",0.0,Frase 717
finn & jake, Bye!,0.0,Frase 718
finn & jake,  Eeeww!,0.0,Frase 719
finn & jake,"  P-bubs! P-bubs, P-bubs!",0.0,Frase 720
finn & jake,  We did it! ,0.0,Frase 721
finn & jake,,0.0,Frase 722
finn & jake,  Fight!,-0.4389,Frase 723
finn & jake,  Yeah!,0.3595,Frase 724
finn & jake,  Pizza Sassy's!,0.0,Frase 725
finn & jake,  He's already here! ,0.0,Frase 726
finn & jake,[' LSP! '],0.0,Frase 727
finn & jake," Oh, okay.",0.2263,Frase 728
finn & jake,  Abracadaniel!,0.0,Frase 729
finn & jake, Abracadaniel?!,0.0,Frase 730
finn & jake, Kee-Oth!,0.0,Frase 731
finn & jake, Kee Oth Rama Pancake...,0.0,Frase 732
finn & jake,,0.0,Frase 733
finn & jake," Whoa, whoa, whoa, hey, whoa!",0.0,Frase 734
finn & jake, Oh.,0.0,Frase 735
finn & jake,,0.0,Frase 736
finn & jake,,0.0,Frase 737
finn & jake,,0.0,Frase 738
finn & jake, Oof!,0.0,Frase 739
finn & jake, Wow!,0.6239,Frase 740
finn & jake," ""What?""",0.0,Frase 741
finn & jake,  Susan Strong!?,0.0,Frase 742
finn & jake,  Yeeeaaah!,0.0,Frase 743
finn & jake,  Yaaaaah!,0.0,Frase 744
finn & jake,  BMO! Get the camera!,0.0,Frase 745
finn & jake,  Dad!!,0.0,Frase 746
finn & jake,  DAD!,0.0,Frase 747
finn & jake," Up, down, left, left, right, right, down-",0.0,Frase 748
finn & jake,  Yeah! Pootin' on Neptr to the max!,0.4184,Frase 749
finn & jake,  Oh Grod!,0.0,Frase 750
finn & jake," Aw,Tree Trunks!",0.0,Frase 751
finn & jake, What?!,0.0,Frase 752
princess bubblegum, Alright. Let me just add three more drops of explosive diarrhea.,0.25,Frase 753
princess bubblegum," No. If my decorpsinator serum works, all the dead Candy People will look as young and healthy as you do.",-0.5859,Frase 754
princess bubblegum," Pick up that platter, tough guy.",-0.128,Frase 755
princess bubblegum, We used to date. ,0.0,Frase 756
princess bubblegum, Work.,0.0,Frase 757
princess bubblegum," Wait, something's wrong.",-0.4767,Frase 758
princess bubblegum," No, this is wrong. They're not coming back to life--they're still dead! The decorpsinator serum--it's incomplete! ",-0.8802,Frase 759
princess bubblegum," Oh, this is really bad. They're going to be attracted to the Candy Kingdom!",-0.3149,Frase 760
princess bubblegum," Because the Candy People are made of sugar, ya ding dong!",0.0,Frase 761
princess bubblegum," Good one, Finn. Quickly, to the kingdom!",0.4926,Frase 762
princess bubblegum," All citizens of the Candy Kingdom! Report to the palace, immediately!",0.0,Frase 763
princess bubblegum," Hurry, sweet citizens.",0.4588,Frase 764
princess bubblegum," Citizens, we are assembled here in the candy foyer for a momentous announcement. Tonight we are all going to have... a slumber party!",0.4574,Frase 765
princess bubblegum, Go ahead and start partying.,0.3818,Frase 766
princess bubblegum," We'll be right back, everyone.",0.0,Frase 767
princess bubblegum," Finn, the Candy People can't know about the zombies.",0.0,Frase 768
princess bubblegum," If they knew, they would flip out.",0.0,Frase 769
princess bubblegum, I mean they would flip out.,0.0,Frase 770
princess bubblegum," Not telling the Candy People about the zombies is so important that you need to promise, Royal Promise, not to let anyone find out about the zombies, ever.",0.7155,Frase 771
princess bubblegum," No, Finn. You have to Royal Promise.",0.0258,Frase 772
princess bubblegum, Now I must cloister myself in the lab and finish the equation to my decorpsinator serum. You keep the candy folk distracted and ignorant. Can you do that?,-0.5423,Frase 773
princess bubblegum, Good. Don't tell anyone about the zombies. Never ever. ,0.4404,Frase 774
princess bubblegum," What? Huh? Oh, Finn! Did you break your Royal Promise?",0.4822,Frase 775
princess bubblegum," This is really, really bad, Finn. You can't break Royal Promises. Never, ever, never. No matter what, forever.",-0.7898,Frase 776
princess bubblegum, The Guardians of the Royal Promise are coming for us.,0.3182,Frase 777
princess bubblegum, Wait! He's my friend! Isn't there another option?!,0.6219,Frase 778
princess bubblegum," Finn, you're terrible at math.",-0.4767,Frase 779
princess bubblegum, You've defeated the broken royal promise! The Gumball Guardians are resetting!,-0.6688,Frase 780
princess bubblegum," Four, four... Four, four, four... That's it! The answer was so simple, I was too smart to see it!",0.508,Frase 781
princess bubblegum, '4' is the last figure I need to perfect my decorpsinator serum.,0.5719,Frase 782
princess bubblegum, I hope you grasp the full consequences of breaking promises.,0.6705,Frase 783
princess bubblegum," Alright, alright.",0.4588,Frase 784
princess bubblegum," Oh, you are adorable. But keep your promises, okay?",0.7717,Frase 785
princess bubblegum,"  Cheers, Lumpy Space Princess.",0.4767,Frase 786
princess bubblegum,"  Oh, don't worry, Finn. The Mallow Tea Ceremony takes years to master.",0.3412,Frase 787
princess bubblegum,"  Hey, now! ,  Royal intervention! Surely there must be an antidote to the lumps.",0.5399,Frase 788
princess bubblegum,  What happens if he doesn't take the antidote by sunset?,0.0,Frase 789
princess bubblegum,[' I should not have drunk that much tea! '],0.3244,Frase 790
princess bubblegum,  Ahhhhhhhhhh!,0.0,Frase 791
princess bubblegum,"  Please! Calm yourselves, my people. I am safe! Oh, thank you, Finn. You truly are my hero this day.",0.944,Frase 792
princess bubblegum,"[' Hero... Hmmm... Heeeeerroooo... Hey, I just thought of something!']",0.0,Frase 793
princess bubblegum,"  I'll show you. Come on! We'll go through my secret entrance. ,  Alright, everyone. Turn around.",0.3164,Frase 794
princess bubblegum,"[' Well, turn around. This entrance is secret.']",0.2732,Frase 795
princess bubblegum,"[' Math. Hurry, Finn!']",0.0,Frase 796
princess bubblegum,[' Here it is. Check it out.'],0.0,Frase 797
princess bubblegum,"  No, Finn. It's what you can see through the globe.",-0.296,Frase 798
princess bubblegum,[' Look. See this book?'],0.0,Frase 799
princess bubblegum,  It's called the Enchiridion. It's a book meant only for heroes whose hearts are righteous.,0.5106,Frase 800
princess bubblegum,"  The book lies at the top of Mount Cragdor, guarded by a manly minotaur. It's waiting for a truly righteous hero to claim it!",0.6996,Frase 801
princess bubblegum,"  Yeah, I know. And yes, I do.",0.5994,Frase 802
princess bubblegum," Farewell, Fi—Oh, wait a minute... ,  Farewell, Finn the human boy!",0.0,Frase 803
princess bubblegum,"["" Yeah. What does it say, Finn? Mannish Man won't tell me.""]",0.296,Frase 804
princess bubblegum,[' Mannish man!'],0.0,Frase 805
princess bubblegum,  Huh? Hee hee hee!,0.0,Frase 806
princess bubblegum,"  What a patoot. Thanks for saving the day yet again, boys.",0.4404,Frase 807
